编号,姓名,性别,年龄,绩点,出勤1,出勤2,出勤3,出勤4,出勤5,出勤6,出勤7,出勤8,出勤9,出勤10,出勤11,出勤12,出勤13,出勤14,出勤15,出勤16,出勤17,出勤18,出勤19,出勤20
1,司马岩雄,男,20,3.962694788230281,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
2,章天树,男,22,3.935412585714837,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,杨元,男,20,3.9336574865959166,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4,姜器震,男,20,3.9256068850497963,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5,彭菲芬,女,22,3.9252726026288087,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6,许育,女,22,3.856511098331687,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7,卫才江,男,22,3.8326918859283285,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
8,曹信,男,21,3.820432430106134,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
9,谢欢芝,女,20,3.754167204508878,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
10,吴行宏,男,22,3.753087611032754,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11,史国,男,21,3.718275529773336,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12,花宏生,男,22,3.6931855161963068,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1
13,唐茂全,男,21,3.674618318460194,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
14,皇甫旭,男,20,3.6602994249973992,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
15,史冠广,男,21,3.6030050747824127,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
16,韦坚民,男,21,3.5971699294376793,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
17,韩馨澜,女,20,3.563325439437069,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
18,周伟东,男,21,3.5560799098064693,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
19,潘欢莎,女,21,3.536312185891867,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
20,韦红飘,女,20,3.528338389029922,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
21,秦维,男,22,3.475037339952057,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
22,苗星建,男,22,3.472023679794332,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
23,蒋琦翠,女,21,3.44197375596769,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
24,任伦,男,21,3.4387103800097822,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
25,戚之,男,21,3.4385413281737547,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
26,任红君,女,20,3.4221436731761585,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
27,沈先翰,男,20,3.370885511905394,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
28,方琳柔,女,21,3.337035708218549,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
29,李希霄,女,20,3.2887735465280756,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
30,吕达茂,男,21,3.270208969374676,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
31,许娜琼,女,22,3.268461146473216,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
