编号,姓名,性别,年龄,绩点,出勤1,出勤2,出勤3,出勤4,出勤5,出勤6,出勤7,出勤8,出勤9,出勤10,出勤11,出勤12,出勤13,出勤14,出勤15,出勤16,出勤17,出勤18,出勤19,出勤20
1,章良丁,男,22,3.997444127084829,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
2,孔龙群,男,20,3.979037152175656,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,孙春素,女,20,3.9696225741106077,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4,马惠,女,22,3.954316283785018,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
5,鲍凝卿,女,22,3.944596763806844,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6,陶国涛,男,21,3.942834993312215,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7,李怡婉,女,20,3.9225305704914555,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
8,柳志腾,男,22,3.894107404394586,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
9,孙娥,女,20,3.86905144937535,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
10,金琛,男,21,3.8496625865256786,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11,郎楠敬,男,20,3.8221820818871595,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12,俞易,男,21,3.807856637272401,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
13,昌宁伦,男,20,3.798576841668022,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
14,郎军进,男,20,3.7962714948576166,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
15,邹静青,女,20,3.7879933686471823,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
16,鲁燕巧,女,22,3.761790622431622,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
17,李伊育,女,20,3.7092173973519014,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
18,陈伦波,男,21,3.6930140849495636,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
19,潘婷宁,女,22,3.6467263785294977,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
20,沈丽珠,女,22,3.6466571146493,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
21,郑玉,女,20,3.620724348414311,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
22,凤磊星,男,20,3.577763080565379,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
23,任松致,男,20,3.5621046106666867,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
24,唐器凯,男,22,3.5355204812998817,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
25,魏光腾,男,20,3.5171040808017366,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
26,钱冰,女,20,3.511629442623408,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
27,吴雪,女,22,3.5053228296153076,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
28,施朗亮,男,20,3.452704969195771,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
29,赵梅,女,20,3.427455635248067,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
30,朱佳纨,女,22,3.427317648641105,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
31,蒋霞滢,女,22,3.3868017440137645,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
32,马超旭,男,22,3.3407461617677616,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
33,郑滢宁,女,20,3.333722582092701,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34,蒋宁风,男,22,3.321977838277542,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
35,戚时敬,男,20,3.310836417760827,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
