编号,姓名,性别,年龄,绩点,出勤1,出勤2,出勤3,出勤4,出勤5,出勤6,出勤7,出勤8,出勤9,出勤10,出勤11,出勤12,出勤13,出勤14,出勤15,出勤16,出勤17,出勤18,出勤19,出勤20
1,曹树,男,22,3.983305845070718,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,谢巧聪,女,21,3.904697239230342,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,王蕊,女,21,3.888687454462327,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
4,李涛风,男,22,3.886130768970955,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5,钱伊锦,女,21,3.8656921550378716,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6,马莉寒,女,22,3.822394800135796,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7,苏晨超,男,22,3.8203987541764053,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
8,魏炎国,男,20,3.793750023216768,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1
9,施芝,女,20,3.7861342671036917,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
10,唐珠,女,21,3.7716516682032974,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11,戚健裕,男,20,3.7350035267195034,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12,夏侯惠希,女,21,3.7301793004408355,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
13,赵航力,男,22,3.729335503906475,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
14,云珊琬,女,21,3.7269114897817164,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1
15,韩军,男,22,3.7060110754943985,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
16,苏浩,男,22,3.691173728903217,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
17,马欢欢,女,22,3.636618326009514,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
18,王婵春,女,20,3.628447020449584,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
19,窦永元,男,20,3.5390538508045366,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
20,章风,男,22,3.531225447965082,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
21,戚娅梦,女,21,3.523367056017528,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
22,尉迟雁凡,女,21,3.51173745852384,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
23,鲍志,男,22,3.493894743757216,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
24,苏壮星,男,22,3.4736332051139884,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
25,尤韵,女,20,3.429205518496715,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
26,唐林旭,男,21,3.4132058774905767,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
27,华欢君,女,20,3.409521539097918,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
28,郑薇,女,20,3.3761238212811397,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
29,昌澜,女,21,3.3708717827288934,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
30,秦纯,女,22,3.3101894922341346,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
31,尤国河,男,21,3.304745389193301,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
32,魏善俊,男,20,3.2764507378333567,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
33,苗歌,男,21,3.256073976876258,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1
34,邹毓,女,22,3.2075918787546422,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
35,魏琬婉,女,20,3.2068553438311413,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
36,周松厚,男,20,3.16566500797013,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
37,许琬,女,20,3.1602015322094075,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
38,李莺菁,女,21,3.152921392898106,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
39,司马坚建,男,22,3.1255916626111144,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40,许炎,男,22,3.1162571905531173,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
