编号,姓名,性别,年龄,绩点,出勤1,出勤2,出勤3,出勤4,出勤5,出勤6,出勤7,出勤8,出勤9,出勤10,出勤11,出勤12,出勤13,出勤14,出勤15,出勤16,出勤17,出勤18,出勤19,出勤20
1,唐莉枝,女,22,3.993678732608025,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,秦英,女,20,3.9923856630644954,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,沈叶晓,女,21,3.9832719691355782,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4,尤晓婵,女,22,3.9315433657617453,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5,李平智,男,21,3.9270554611163777,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
6,范乐,男,22,3.9136389163177667,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7,杨松信,男,20,3.88328470770836,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
8,赵苑娣,女,21,3.809261521997497,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
9,戚艺凡,女,20,3.795369231084025,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
10,鲍桂岚,女,20,3.7876482683489003,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11,张和中,男,21,3.7704378112847463,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12,任芳,女,20,3.751352200134614,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
13,陈宁,男,20,3.7468147861947063,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1
14,张鹏,男,22,3.7078453385214942,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
15,何泰福,男,20,3.6648318653306413,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
16,钱佳环,女,20,3.6289221916076437,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
17,沈泽海,男,20,3.62612290241994,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
18,戚凤晶,女,20,3.622788348231241,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
19,周信之,男,20,3.595700277153553,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
20,卫妍香,女,21,3.586715467591093,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
21,花姬荔,女,22,3.5761905201580437,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
22,何林风,男,20,3.5666547034262694,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
23,赵歌,男,22,3.5521299228517607,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
24,王娟,女,20,3.5355667391421766,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
25,郎风,男,20,3.5349942738688194,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
26,褚蓉卿,女,22,3.5318553398357313,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
27,孙宁淑,女,20,3.5116531074769437,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
28,马壮震,男,22,3.5057442277542377,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
29,任义亮,男,22,3.346973121328121,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1
30,魏琦岚,女,20,3.328893982455037,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
31,褚之致,男,21,3.2861006291465964,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
32,周妍蓉,女,21,3.283582164774837,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
33,朱思梅,女,21,3.2570059323302774,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34,杨仁,男,22,3.2433651259186544,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
35,史霄希,女,20,3.23591981192817,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
36,邹彪,男,21,3.1649817844116734,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
37,花昭珍,女,21,3.1156910010999184,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
38,秦致伟,男,22,3.0593418833476185,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
39,苏炎才,男,22,3.0557508549194896,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40,吕可英,女,21,3.051225392660447,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1
41,史锦欣,女,21,3.0507473374069543,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
42,杨贞茗,女,22,3.0405558379174815,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
43,窦时善,男,20,2.9567293565177675,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
44,司马彪炎,男,21,2.9264613943016844,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
45,史薇霄,女,20,2.924168584214793,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
46,窦林武,男,22,2.918683505356449,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
47,尉迟先林,男,20,2.9173427197952337,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
48,鲁民亮,男,22,2.9112673879080733,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
49,鲁柔芬,女,22,2.9062060452110066,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
50,尤岚香,女,22,2.866192515691372,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
51,王栋刚,男,21,2.8459220747380485,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
52,谢姬黛,女,22,2.839791705609154,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
53,周榕,男,20,2.8257418311364075,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
54,马时谦,男,21,2.8167122035273335,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
55,卫兴兴,男,22,2.8076144080888494,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
56,韩红英,女,22,2.7966256892329646,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
57,袁浩奇,男,20,2.742852514233692,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
58,周仁星,男,20,2.722873105644865,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
59,方辉,男,22,2.6436373740046637,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
60,陶裕军,男,21,2.589805705129598,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
61,李婵梅,女,22,2.5707552940515237,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
62,秦歌豪,男,22,2.5413592461456513,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
63,司马林航,男,21,2.5222567775645874,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
64,施荔秋,女,20,2.4994255236241605,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
65,周妍霞,女,22,2.4944080319885975,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
66,冯丹,女,21,2.493166729508002,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
67,曹露园,女,22,2.464291225439335,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
68,葛淑艳,女,20,2.457682578981837,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
69,范学乐,男,22,2.4511320652821444,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
70,昌俊中,男,20,2.447462491038674,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
71,韦叶,女,21,2.441829534345054,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
72,章豪新,男,21,2.429417523678053,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
73,昌红,女,21,2.4264791142483597,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
74,凤航清,男,21,2.419262764466411,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
75,唐雄辉,男,21,2.418245108632753,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
76,张义奇,男,20,2.382476355713456,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
77,范勤,女,22,2.377715202689199,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
