编号,姓名,性别,年龄,绩点,出勤1,出勤2,出勤3,出勤4,出勤5,出勤6,出勤7,出勤8,出勤9,出勤10,出勤11,出勤12,出勤13,出勤14,出勤15,出勤16,出勤17,出勤18,出勤19,出勤20
1,郎仁克,男,20,3.975695231645611,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,唐姬,女,20,3.9399037837194246,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,任康利,男,20,3.9360208968562214,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4,潘纯芝,女,21,3.9253936703916943,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5,冯瑞香,女,20,3.916787524980752,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
6,施广刚,男,22,3.901449910045744,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7,任荣,女,22,3.860537591517803,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
8,华莺霭,女,21,3.7914980757268886,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
9,秦朗,男,21,3.7824150281243023,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
10,陈思琛,男,22,3.715588974060136,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
11,凤友世,男,22,3.7148040281959345,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12,孔雁素,女,22,3.6830241673230373,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
13,卫琛磊,男,20,3.6613990364250015,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
14,韩霄琳,女,22,3.6600679151794893,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
15,范晓滢,女,22,3.6355331308029823,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
16,郎翰,男,21,3.576527317022107,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
17,凤菊真,女,20,3.510433191107217,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
18,任艳,女,22,3.4879480068174216,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
19,钱进鹏,男,20,3.483398432651822,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1
20,曹会震,男,22,3.459627221679247,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
21,苏富宁,男,22,3.4538953779756696,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
22,范珠,女,20,3.440072879955178,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
23,苏聪娴,女,20,3.4039262410502067,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
24,钱伟器,男,20,3.354148843061276,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
25,秦丽颖,女,22,3.3140091129982574,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
26,朱时山,男,22,3.2937797136088247,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
27,赵荔春,女,20,3.26462816717486,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
28,褚黛晶,女,21,3.2478517598782393,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
29,秦枫芳,女,22,3.210699875513476,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
30,孔环育,女,21,3.189173836265371,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
31,花江政,男,22,3.183490155957427,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
32,沈宁淑,女,22,3.180079533722645,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
33,窦志飞,男,22,3.1458190097866376,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
34,潘文军,男,20,3.11791686225666,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
35,杨健固,男,22,3.06526531244486,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
36,许岚琬,女,20,3.054898223948651,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
37,花成,男,20,3.054531615363972,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
38,朱天凯,男,21,3.0332769506398645,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
39,葛薇,女,22,2.9609069530626266,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40,郑楠,男,20,2.9297047192916654,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
41,袁慧澜,女,21,2.907030152700912,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
42,谢琰露,女,22,2.893881544934935,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
