编号,姓名,性别,年龄,绩点,出勤1,出勤2,出勤3,出勤4,出勤5,出勤6,出勤7,出勤8,出勤9,出勤10,出勤11,出勤12,出勤13,出勤14,出勤15,出勤16,出勤17,出勤18,出勤19,出勤20
1,任先,男,21,3.9795722112334038,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0
2,诸葛宏,男,22,3.905634481829258,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,沈雄光,男,21,3.8903124114325696,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4,苏翔信,男,22,3.767275933940308,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5,尤荔莲,女,21,3.7560156884938145,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6,花宁,女,21,3.735575852499517,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
7,邹洁,女,20,3.7166420754270044,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
8,诸葛蓓荔,女,20,3.69896535832284,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
9,东方刚家,男,21,3.6761574850423115,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
10,施娟,女,20,3.643460878499147,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11,邹薇爱,女,20,3.6363694515431195,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12,柳菲英,女,20,3.6174233571481778,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
13,韩海,男,20,3.6158193712066513,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
14,姜炎兴,男,21,3.615574920693924,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
15,孙中,男,20,3.572271273971839,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
16,许信群,男,20,3.570545902125021,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
17,章斌朗,男,21,3.5441028208125473,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
18,马莺丽,女,22,3.519997136078687,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
19,皇甫歌子,男,21,3.518353573703724,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
20,花泰涛,男,22,3.483446354437734,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
21,许聪澜,女,21,3.4629269987067763,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
22,郑竹,女,20,3.44720428042589,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
23,夏侯达义,男,21,3.3879182681130495,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
24,彭翠,女,22,3.378943972795865,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
25,严舒媛,女,22,3.373744902017076,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
26,窦山,男,21,3.351240144673135,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
27,陈树维,男,20,3.3337048669684863,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
