编号,姓名,性别,年龄,绩点,出勤1,出勤2,出勤3,出勤4,出勤5,出勤6,出勤7,出勤8,出勤9,出勤10,出勤11,出勤12,出勤13,出勤14,出勤15,出勤16,出勤17,出勤18,出勤19,出勤20
1,吕德富,男,20,3.965020684781841,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
2,袁世岩,男,22,3.960472388924758,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,戚伊昭,女,22,3.930951510619084,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4,朱顺思,男,20,3.908415589645432,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
5,谢聪卿,女,21,3.9024923011183428,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6,严青,女,20,3.8776948802101128,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7,孔珊,女,22,3.8512236428358873,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
8,王梁裕,男,20,3.8044423301100876,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
9,昌琳,女,21,3.7712102595059163,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
10,何昭玉,女,20,3.7486796028952885,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11,花康航,男,22,3.7092295228753023,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12,华磊利,男,21,3.7069816064421954,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
13,鲍仁子,男,21,3.6852044138027074,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1
14,钱奇鹏,男,21,3.6663604305456916,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
15,彭易,男,20,3.6376720364727433,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
16,吴诚勇,男,20,3.598988627953287,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
17,陶裕胜,男,20,3.5922280271462936,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
18,陶毅,男,20,3.563470049034479,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
19,魏致学,男,21,3.55283925063644,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
20,彭启保,男,22,3.534457285560385,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
21,苏心,男,21,3.5187173000210255,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
22,韦邦启,男,21,3.492359085338925,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
23,褚真博,男,22,3.442818222687589,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
24,俞清,男,22,3.4020750011973027,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
25,李子,男,21,3.3963728658750676,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
26,柳轮民,男,20,3.367181361135478,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
27,华丹,女,21,3.3438944417428527,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
28,章义,男,21,3.3177038316144847,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
29,孙欣莎,女,21,3.309245861995125,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
30,昌育宁,女,22,3.301969204768027,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
31,施泰榕,男,20,3.2767765616124307,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
32,邹家,男,20,3.268990048181527,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
33,曹庆,男,22,3.20581507090164,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
34,魏悦娥,女,22,3.163264278425114,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
35,司马中顺,男,21,3.153193009590841,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
36,花榕信,男,22,3.1484229620745006,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
37,杨海,男,21,3.1444984455071974,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
38,马桂蕊,女,22,3.129690548005956,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
39,司马壮楠,男,20,3.0581902843392026,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40,郑飞斌,男,22,3.0566160710111525,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
41,吕朗信,男,20,3.024384915936607,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
42,何有群,男,20,3.0132176001550723,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
43,金思园,女,20,2.992619340809889,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
44,欧阳育咏,女,22,2.986292712395092,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
45,凤翰,男,21,2.948384778749898,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
46,俞薇蕊,女,22,2.9315015877577992,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
47,华菲琰,女,22,2.928324714896431,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1
48,陶芝,女,22,2.915644661436411,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
49,金茜菲,女,20,2.9071184251180293,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
50,彭心清,男,21,2.8878380205662615,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0
51,李林伟,男,20,2.870280397468937,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
52,沈淑苑,女,21,2.8567692140772274,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
53,彭家,男,21,2.8480605466536453,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
54,姜士龙,男,22,2.833288983937302,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
55,张杰奇,男,20,2.7935282769082797,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
56,钱贞,女,20,2.773356106278873,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
57,谢琦,女,21,2.7431931342251508,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
58,姜婷,女,21,2.7382192475808074,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
59,谢姬丹,女,20,2.7146023915964257,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
60,吴富超,男,22,2.6957876501386258,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
61,许雁,女,21,2.6882080316169494,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
62,邹祥盛,男,20,2.6809955981841105,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
63,朱怡青,女,21,2.651202631732878,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
64,章岩,男,21,2.618836960006206,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
65,魏惠月,女,22,2.591666245202149,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
66,方广仁,男,22,2.550488027624893,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
67,施良,男,20,2.4640285926353687,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
68,周文晨,男,22,2.459084003491834,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
69,彭育纨,女,21,2.446224504136778,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
70,谢子军,男,21,2.3877967753887432,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
71,柳彩翠,女,21,2.369994946994776,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
72,韦爱芝,女,22,2.3631593898339514,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
73,蒋纨,女,22,2.332341460043174,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
74,云轮,男,22,2.322186210418491,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
75,冯歌器,男,20,2.321455785132227,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
