编号,姓名,性别,年龄,绩点,出勤1,出勤2,出勤3,出勤4,出勤5,出勤6,出勤7,出勤8,出勤9,出勤10,出勤11,出勤12,出勤13,出勤14,出勤15,出勤16,出勤17,出勤18,出勤19,出勤20
1,沈美瑞,女,21,3.973389819161307,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
2,戚轮,男,22,3.9333694046101875,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,潘韵,女,21,3.9246955659293086,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
4,夏侯维,男,22,3.9193392251579446,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5,苏竹燕,女,20,3.914503937015792,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6,窦厚,男,21,3.79866876840815,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
7,魏建友,男,22,3.795218990595014,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
8,范全行,男,21,3.7852365007899973,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
9,陈雁筠,女,20,3.7729468010185543,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
10,孔梁,男,21,3.764272958396883,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11,曹智辉,男,22,3.7392880830811928,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12,陈义山,男,21,3.730813359521977,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
13,诸葛丁有,男,21,3.7281194889812728,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
14,许岚融,女,22,3.715404577615241,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
15,褚琴荔,女,21,3.699955323866707,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
16,尉迟涛武,男,21,3.6958119599055825,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
17,彭韵莲,女,21,3.6846766492222702,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
18,葛辉,男,22,3.652046049044692,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
19,郎泰诚,男,20,3.6461591149524004,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
20,姜和坚,男,20,3.6441198509544144,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
21,华先,男,21,3.6248755673286133,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
22,褚仁岩,男,20,3.6117317644625198,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
23,蒋心明,男,21,3.570433341143035,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
24,鲍真娅,女,21,3.5434156244642048,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
25,苏伊,女,22,3.5113931323077265,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
26,苏民飞,男,21,3.4961594245665433,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
27,褚柔美,女,21,3.4837795905730924,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
28,袁巧桂,女,22,3.475515983230874,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
29,张晶芬,女,20,3.4555172935020977,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
30,窦琬莎,女,20,3.4333148731332006,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
31,蒋仁,男,22,3.4126765733677358,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
32,蒋志宁,男,22,3.399620969416115,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
33,谢政,男,21,3.3739482936782124,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34,钱彬,男,22,3.3700740944488574,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1
35,卫黛妹,女,22,3.345025117928845,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
36,秦毓莎,女,22,3.312121893319124,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
37,冯毅成,男,20,3.2687634174312734,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
38,曹柔雁,女,20,3.2455264557427825,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
39,鲍月环,女,20,3.1980064287955674,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40,赵洁馨,女,20,3.1947205114174366,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
41,潘胜义,男,20,3.1791655024469874,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
42,彭平,男,20,3.154075459631327,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
43,彭冠涛,男,21,3.1254110972081,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
44,严强,男,20,3.0575414804794883,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
45,朱亨翔,男,22,3.024881418534603,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
46,上官达功,男,22,3.0155093593822566,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
47,周澜婵,女,21,2.882618565418783,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
48,史欢菁,女,22,2.868666365094735,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
49,杨月香,女,20,2.854901154428676,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
50,沈枫琳,女,21,2.8212842511130685,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
51,俞有,男,21,2.8161895223783104,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
52,张岩才,男,20,2.8061820030727045,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
53,葛固友,男,22,2.8015016349661215,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
54,沈家,男,22,2.7935521354259922,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
55,沈若武,男,20,2.7794125875552282,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
56,鲍咏,女,22,2.7618134142907813,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
57,朱伊丹,女,22,2.747173318821584,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
58,潘进,男,20,2.6512667075252265,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
59,郎轮利,男,21,2.6473365179392077,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
60,昌雪霭,女,22,2.5840304587735146,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
61,花育,女,20,2.57861900565403,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
62,戚瑗秀,女,22,2.5650545170655104,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
63,葛浩刚,男,20,2.5445879981885575,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
64,俞婷凤,女,20,2.534858992638614,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
65,孙娟瑗,女,22,2.495511431845596,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
66,许固树,男,22,2.495193549386165,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
67,卫贞静,女,22,2.490230444810353,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
68,邹哲善,男,21,2.4891522643793254,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
69,凤浩勇,男,20,2.474211453828663,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
70,许融,女,22,2.455160551023012,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
71,夏侯嘉玉,女,20,2.44839437466473,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
72,唐仪香,女,21,2.401669924119032,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
73,戚茗娅,女,21,2.3777927713614435,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
74,杨飞行,男,21,2.3702186941071437,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
75,华荔飘,女,21,2.3195990481915336,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
76,陈春珊,女,21,2.3140612368884255,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
77,潘强壮,男,21,2.287596655629345,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
78,杨苑凤,女,22,2.2108768686914066,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
79,褚妹,女,22,2.2040114610080677,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
80,苏力绍,男,20,2.1875850625002524,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
81,俞时辉,男,21,2.145719858970483,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
82,王飘瑶,女,20,2.14569738744313,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
83,万俟欢,女,20,2.144788407283179,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
84,金鹏器,男,20,2.140139286573108,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
85,凤莎彩,女,22,2.0883102383116015,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
86,许枫姬,女,20,2.0739395455761027,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
87,韩叶,女,22,2.062199962222574,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1
88,苏俊亨,男,20,2.054413792879819,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
89,云平江,男,21,2.040084815856072,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
90,郑富伟,男,22,2.007919867808166,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
