编号,姓名,性别,年龄,绩点,出勤1,出勤2,出勤3,出勤4,出勤5,出勤6,出勤7,出勤8,出勤9,出勤10,出勤11,出勤12,出勤13,出勤14,出勤15,出勤16,出勤17,出勤18,出勤19,出勤20
1,朱信康,男,22,3.9687499990615644,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,范毓茗,女,22,3.899590509642925,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,彭芬冰,女,22,3.8880075577569575,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4,郎仁腾,男,21,3.8375932945138063,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5,任枫,女,20,3.8156933367669197,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6,邹健歌,男,20,3.8036823610063166,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7,诸葛洁羽,女,21,3.789495976138977,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
8,许怡真,女,21,3.7893192807450964,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
9,华政谦,男,21,3.774945383109195,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
10,欧阳霭,女,20,3.7552415062906466,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11,葛善,男,22,3.7466343032062444,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12,花爽,女,20,3.7417850552665577,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
13,任伯心,男,20,3.7171987641979873,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
14,云韵,女,22,3.700905715692608,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
15,俞航腾,男,22,3.700875926727514,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
16,方群,男,22,3.6935952717126552,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
17,赵学保,男,20,3.688630283181299,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
18,施晶岚,女,20,3.68538499576053,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
19,李永,男,21,3.6643246278310446,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
20,吕茂祥,男,22,3.662680749825564,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
21,秦信国,男,21,3.617471805152264,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
