编号,姓名,性别,年龄,绩点,出勤1,出勤2,出勤3,出勤4,出勤5,出勤6,出勤7,出勤8,出勤9,出勤10,出勤11,出勤12,出勤13,出勤14,出勤15,出勤16,出勤17,出勤18,出勤19,出勤20
1,金云,女,21,3.995719558423665,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,姜健友,男,20,3.956554920428558,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,吴亚霄,女,22,3.919595399952529,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4,昌贞,女,21,3.8855791939517257,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
5,华晨,男,22,3.881485932322357,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6,周晓君,女,22,3.8748039826926433,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7,柳平坚,男,20,3.8058515906891177,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
8,潘园育,女,21,3.8029294765175896,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
9,金钧建,男,21,3.7938072416965216,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
10,鲁生,男,22,3.785020586261778,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11,蒋聪凤,女,20,3.7771923288312097,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12,云杰,男,20,3.732701522907444,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
13,苏和海,男,20,3.73055254855643,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
14,史和勇,男,20,3.7165338254476548,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
15,范燕莉,女,20,3.71272965750733,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
16,唐蓓桂,女,21,3.7024105037630974,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
17,尤竹,女,21,3.6922143739838065,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
18,潘茂邦,男,22,3.6914030450002704,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
19,昌苑婷,女,21,3.5894601710374197,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
20,严丽,女,20,3.579026093047513,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
21,沈锦,女,21,3.574983770848595,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
22,卫馨,女,22,3.566450231933835,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
23,上官博策,男,20,3.546034497962703,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
24,杨茜怡,女,22,3.543397378788482,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
25,曹航易,男,20,3.542271888378981,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
26,杨彬伯,男,21,3.538706099675294,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
27,韦启龙,男,21,3.4999841443102238,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
28,冯军河,男,21,3.468232834189955,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
29,俞世,男,22,3.4295495861099448,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
30,李建,男,20,3.3857968788684047,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
