编号,姓名,性别,年龄,绩点,出勤1,出勤2,出勤3,出勤4,出勤5,出勤6,出勤7,出勤8,出勤9,出勤10,出勤11,出勤12,出勤13,出勤14,出勤15,出勤16,出勤17,出勤18,出勤19,出勤20
1,曹桂,女,21,3.9624123320784657,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,苏嘉,女,21,3.950196635567152,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
3,郎华,女,21,3.9315043245422245,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4,苗功河,男,22,3.8995602263658684,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5,彭燕,女,20,3.8884273233252697,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6,鲁钧,男,20,3.880268143824535,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7,周安才,男,20,3.847570622285067,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
8,陶凯,男,21,3.7736493796191555,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
9,戚松,男,20,3.765363909615491,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
10,葛风乐,男,20,3.7322225968305274,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11,郑裕谦,男,22,3.7307913422829584,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
12,杨学林,男,21,3.699880338022205,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
13,周昌建,男,22,3.681630772131055,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
14,钱诚时,男,22,3.668827022855025,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
15,朱珍亚,女,21,3.581897208154186,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
16,姜秋君,女,22,3.571938330877588,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
17,孙君筠,女,22,3.562158790715263,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
18,昌宁,女,22,3.5389759888519343,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
19,苏成俊,男,20,3.4941113866602738,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
20,孔贵俊,男,21,3.4591216982060273,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
21,昌轮博,男,22,3.4480508311238935,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
22,谢达发,男,21,3.4303306323580425,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
23,花莺,女,21,3.402334669751654,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
24,尤荔婕,女,22,3.4002800291429223,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
25,张真素,女,22,3.3735592209362766,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
26,马波,男,20,3.368262668341904,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
27,郎瑶,女,22,3.365159112546649,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1
28,郑克军,男,22,3.3314891147606462,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
29,任毓,女,21,3.330580792243836,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
30,孔致松,男,22,3.2953327903909235,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
31,许菊锦,女,20,3.2844690053706893,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
32,褚英融,女,21,3.276957278677574,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
33,卫文松,男,20,3.248254494709914,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
34,尉迟妹,女,22,3.221393767969378,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
35,凤信伦,男,21,3.187501663766483,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
36,严超致,男,21,3.1690223547582965,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
37,张泽涛,男,20,3.159629170032353,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
38,柳仪贞,女,21,3.136131071170916,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
39,蒋炎,男,21,3.1347372385113417,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40,李纨,女,21,3.0755387257246873,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
41,邹霄可,女,22,3.074094501238887,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
42,吴仁江,男,22,3.067855235966362,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
43,唐伊蓉,女,21,3.0327555007156137,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
44,苗浩志,男,20,3.00525949354486,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
45,史固,男,20,3.0020993358013817,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
46,吴琳爱,女,21,2.9899587210954133,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
