编号,姓名,性别,年龄,绩点,出勤1,出勤2,出勤3,出勤4,出勤5,出勤6,出勤7,出勤8,出勤9,出勤10,出勤11,出勤12,出勤13,出勤14,出勤15,出勤16,出勤17,出勤18,出勤19,出勤20
1,姜叶春,女,21,3.9512044987897643,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,冯可梦,女,20,3.923817892868141,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
3,郎克飞,男,22,3.8563598687633585,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
4,吕莉锦,女,21,3.846612271108696,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5,卫震强,男,20,3.829380750458296,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6,秦君,女,22,3.7898040476599593,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7,孔翠真,女,21,3.7721657246654825,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
8,袁勇,男,21,3.759176006965253,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
9,彭诚力,男,20,3.7465300339487544,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
10,吕岚勤,女,21,3.717766333194888,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11,理塘生宁,男,22,3.692219235535255,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12,陈会友,男,22,3.5917388759816946,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
13,章聪,女,21,3.564319876957251,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
14,王雄,男,21,3.547296020519733,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
15,彭飞,男,20,3.478427199486398,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
16,俞云,女,20,3.4626617804763846,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
17,窦明豪,男,20,3.4451904839007756,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
18,孔元,男,20,3.4290155138376193,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
19,袁福,男,20,3.4125396195960986,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
20,任仁杰,男,22,3.412327160260877,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
21,何家山,男,20,3.4119545257287545,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
22,袁淑纨,女,21,3.3988616982223596,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
23,魏瑶,女,21,3.3969376062080916,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
24,唐春雁,女,22,3.373940099061982,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
25,金超,男,22,3.359733090687048,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
26,华宁秀,女,20,3.3137359551895083,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
27,袁华香,女,22,3.2819077586459597,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
28,孔筠琰,女,20,3.2733278600979085,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
29,孙天,男,21,3.2635421626463943,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
30,褚友,男,20,3.2357923590588635,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
31,苏仁,男,21,3.2199573345214647,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
32,柳伟以,男,22,3.2155805996947455,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
33,东方娜,女,22,3.2139794061607865,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34,苏枝丽,女,21,3.211302583740334,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
35,孔寒珊,女,22,3.2095640391404916,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
36,许朋,男,22,3.1997231835338966,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
37,吴倩,女,22,3.198122972599859,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1
38,苗栋康,男,22,3.1943261191925103,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
39,严广,男,20,3.1124291013055405,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40,花桂凡,女,21,3.1008046313304156,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
41,曹莺莎,女,21,3.0936525486339796,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
42,马伟振,男,21,3.0803711330947308,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
43,陶莉,女,22,3.0625274522444768,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
44,苗有行,男,22,3.0308409653570285,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
45,严荔茜,女,21,3.02359121689696,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
46,潘琼彩,女,22,3.0016646076053908,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
47,范素,女,20,2.9969307583565525,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
48,卫以,男,22,2.9696709369353327,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
49,尉迟鸣友,男,20,2.9644877270328864,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
50,唐融娴,女,20,2.963619114869889,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
51,韩秋,女,22,2.9337601896244077,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
52,许娅霞,女,21,2.9261206746272963,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
53,方义,男,20,2.922541427690142,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
54,陈震厚,男,22,2.916683596910293,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
55,魏泽盛,男,21,2.809527986136526,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
56,鲍飘秀,女,20,2.80761865071856,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
57,吴山,男,21,2.798711394148884,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
58,何才富,男,21,2.792833467093012,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
59,许鸣先,男,21,2.791567141295588,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
60,苏勤霞,女,22,2.7749267947135157,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
61,鲁嘉晶,女,20,2.7642168332204347,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
62,彭霭聪,女,22,2.7258501423568786,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
63,施芳芬,女,21,2.680846418033693,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
64,任叶宁,女,20,2.6736345871825824,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
65,俞力鹏,男,21,2.6631835793190906,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
66,史昭姣,女,20,2.643242555984709,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
