编号,姓名,性别,年龄,绩点,出勤1,出勤2,出勤3,出勤4,出勤5,出勤6,出勤7,出勤8,出勤9,出勤10,出勤11,出勤12,出勤13,出勤14,出勤15,出勤16,出勤17,出勤18,出勤19,出勤20
1,花友山,男,20,3.9982852495063983,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,钱新涛,男,22,3.9549863234983915,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,陶智,男,20,3.9441370144005505,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4,朱庆斌,男,20,3.9323148981447407,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5,苏斌,男,22,3.9251966228514936,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6,郎珍佳,女,20,3.8964296886926757,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7,魏飞,男,21,3.889246198044965,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
8,韦怡君,女,20,3.887048851103295,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
9,戚德,男,20,3.8742059219535405,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
10,韩超龙,男,20,3.7846135014789395,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11,赵惠娜,女,22,3.7793712019538908,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12,谢仁,男,21,3.7264925303920786,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
13,吴俊,男,22,3.7026799949530016,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
14,谢黛梦,女,22,3.7016676974513345,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
15,钱俊厚,男,21,3.698194254068641,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
16,郎凝,女,20,3.6949828283843082,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
17,王婕璐,女,21,3.675633814564039,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
18,万俟勇若,男,22,3.65827438161493,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
19,谢亚娟,女,21,3.633758656695,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
20,严信彬,男,21,3.6185283833745663,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
21,周诚国,男,22,3.6167930862393316,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
22,曹秀艳,女,22,3.6166735443731364,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
23,陈艺梦,女,20,3.5859788580055056,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
24,褚辉彪,男,22,3.5273424810206855,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
25,凤世达,男,20,3.513055416221385,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
26,褚岚聪,女,22,3.5108716104844833,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
27,唐彬宁,男,21,3.506704452998047,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
