编号,姓名,性别,年龄,绩点,出勤1,出勤2,出勤3,出勤4,出勤5,出勤6,出勤7,出勤8,出勤9,出勤10,出勤11,出勤12,出勤13,出勤14,出勤15,出勤16,出勤17,出勤18,出勤19,出勤20
1,史英,女,20,3.984087416943397,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,潘娅珊,女,21,3.978164726208,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,朱成达,男,22,3.9482003919057496,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4,孔娜妍,女,22,3.9073751491662607,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5,郑丹芸,女,20,3.889652007304429,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6,何心有,男,21,3.847347224240581,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7,凤媛丹,女,21,3.8353380303308313,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
8,苏巧仪,女,22,3.823958595772199,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
9,彭淑,女,21,3.8075159342329576,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
10,柳嘉梅,女,20,3.7656147376367537,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11,司马河树,男,21,3.7385367942325995,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12,潘丽,女,21,3.732178158594528,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
13,华黛园,女,20,3.6931885419851884,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
14,戚林政,男,20,3.6931104769349195,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
15,鲁福,男,21,3.5839448244844068,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
16,杨蓓珊,女,20,3.5791789205823386,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
17,施永,男,21,3.5691085304539474,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
18,卫珍霭,女,20,3.512889049055319,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
19,王寒,女,22,3.490695145708341,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
20,张志军,男,20,3.4900787301322973,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
21,施琴勤,女,22,3.484083339265653,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
22,施全朋,男,20,3.412848825223083,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
23,钱伟杰,男,20,3.408654353646764,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
24,花珍,女,22,3.349347108450324,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
25,张学中,男,21,3.346477140300289,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
26,蒋磊,男,22,3.2186472417579397,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
27,凤真,男,20,3.213817320204292,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
28,吴荷,女,20,3.2041714312028473,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
29,卫克,男,20,3.1878882152816823,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
