编号,姓名,性别,年龄,绩点,出勤1,出勤2,出勤3,出勤4,出勤5,出勤6,出勤7,出勤8,出勤9,出勤10,出勤11,出勤12,出勤13,出勤14,出勤15,出勤16,出勤17,出勤18,出勤19,出勤20
1,郎浩斌,男,20,3.9692365845442614,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,谢颖,女,20,3.953476916418731,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,李露,女,22,3.8697154825740343,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
4,凤慧雁,女,21,3.865572713729601,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5,陶辉亮,男,20,3.8320234828295465,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6,吴发松,男,22,3.8257474214223315,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
7,苏育欢,女,22,3.759256683183831,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
8,施行山,男,20,3.7588419830553654,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
9,理塘芳凤,女,22,3.7455558718964914,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
10,秦媛梦,女,21,3.7400905550940977,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11,朱璧璧,女,22,3.6949974342028735,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12,马栋光,男,22,3.674018592756469,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
13,沈彬雄,男,22,3.5873226262362214,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
14,褚怡真,女,22,3.555929127910458,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
15,任琳,女,20,3.542540993024361,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
16,谢寒姣,女,21,3.51290547616322,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
17,吕新,男,20,3.495747210987294,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
18,马维平,男,22,3.4703445921692335,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
19,金辰兴,男,20,3.4688182930470233,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
20,郑月,女,21,3.4529762199361063,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
21,褚荣蓓,女,21,3.424759245664496,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
22,陈冰韵,女,21,3.403978607422378,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
23,钱亚澜,女,21,3.39628995045463,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
24,卫珠兰,女,20,3.3926160300212675,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
25,陶静霞,女,22,3.3584590633354896,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1
26,金亮,男,22,3.357225958679556,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
27,陶昌朗,男,22,3.3390182408397155,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
28,云丁国,男,21,3.3324856598933064,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
29,赵会敬,男,21,3.2954836107733247,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
30,袁信义,男,21,3.2918356753545353,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
31,冯妍岚,女,20,3.279626023485309,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
32,戚爱,女,20,3.2644530954138773,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
33,鲍眉荔,女,20,3.2603076756888534,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34,方广礼,男,20,3.173415100110602,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
35,苏伟,男,22,3.1386572579177847,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
36,褚发彪,男,21,3.123391478012254,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
37,韦浩成,男,22,3.1072614702010446,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
38,袁榕,男,22,3.074447583718385,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
39,袁国,男,20,3.064992517649997,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40,郑丹霞,女,22,2.996484289942207,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
41,卫爽,女,21,2.979087794158166,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
42,秦礼文,男,20,2.969919237182639,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
43,昌志琛,男,21,2.9397136753585906,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
